,labels,oriw,orix,oriy,oriz,posex,posey
2877,1,0.3689357955,0,0,-0.9294548826,-0.0989747087,-1.3245425788
2878,1,0.3784870743,0,0,-0.9256065766,-0.106485573,-1.3316204592
2879,1,0.3879982197,0,0,-0.9216601225,-0.1137882311,-1.3387917523
2880,1,0.4019477767,0,0,-0.9156625933,-0.1210906889,-1.3462644147
2881,1,0.4111166447,0,0,-0.9115827469,-0.1281051469,-1.3538925806
2882,1,0.4200857284,0,0,-0.9074844245,-0.1349650953,-1.3616599896
2883,1,0.4290139626,0,0,-0.9032978578,-0.1416429345,-1.3695286576
2884,1,0.4376651005,0,0,-0.8991380649,-0.1481642976,-1.3775274886
2885,1,0.4461978131,0,0,-0.8949343616,-0.1544519768,-1.3855493463
2886,1,0.4546901545,0,0,-0.8906496861,-0.1606115841,-1.3937234211
2887,1,0.4633733692,0,0,-0.8861631457,-0.1666395942,-1.4020477314
2888,1,0.472320024,0,0,-0.8814271354,-0.1725280746,-1.4105233005
2889,1,0.4860303468,0,0,-0.8739419329,-0.1783618579,-1.4192938838
2890,1,0.4948521285,0,0,-0.8689771981,-0.1838513402,-1.4281337265
2891,1,0.5036232016,0,0,-0.8639234172,-0.1891172201,-1.4370095353
2892,1,0.5121178213,0,0,-0.8589152095,-0.1941603094,-1.4459159101
2893,1,0.5205626423,0,0,-0.8538234803,-0.1990673297,-1.4549950414
2894,1,0.5289568434,0,0,-0.8486487246,-0.2037943467,-1.464169178
2895,1,0.5371524006,0,0,-0.8434852094,-0.2083770852,-1.4735113268
2896,1,0.5452244048,0,0,-0.8382901338,-0.2127419152,-1.4828632107
2897,1,0.5532461686,0,0,-0.8330178131,-0.2169091172,-1.4922581814
2898,1,0.5612891786,0,0,-0.8276197544,-0.2209282713,-1.5018100365
2899,1,0.5734334586,0,0,-0.8192521398,-0.2248247339,-1.5115964423
2900,1,0.581271174,0,0,-0.8137099129,-0.2284016833,-1.5214133667
2901,1,0.5889848059,0,0,-0.8081441075,-0.2317342023,-1.5311357823
2902,1,0.5965751134,0,0,-0.8025572466,-0.2348681113,-1.5408792352
2903,1,0.6043210366,0,0,-0.7967409144,-0.2378178147,-1.5506800266
