,labels,time,vleft,vright,vw,vx
1452,False,7.26,5.1266,5.0839,-0.0065815,0.17868
1453,False,7.265,5.1524,5.1162,-0.0055752,0.1797
1454,False,7.27,4.7646,5.0655,0.046399,0.17203
1455,False,7.275,5.1399,4.9841,-0.024023,0.17717
1456,False,7.28,5.0337,4.9072,-0.019503,0.17396
1457,False,7.285,4.7881,5.0707,0.043584,0.17253
1458,False,7.29,4.8758,5.031,0.02393,0.17337
1459,False,7.295,4.8167,5.0819,0.04088,0.17323
1460,False,7.3,5.0322,4.8124,-0.03389,0.17228
1461,False,7.305,5.0205,5.087,0.010257,0.17688
1462,False,7.31,4.7845,5.0902,0.047134,0.17281
1463,False,7.315,5.2442,5.2151,-0.0044953,0.18304
1464,False,7.32,4.8755,5.1644,0.044538,0.1757
1465,False,7.325,4.9077,4.8391,-0.01059,0.17057
1466,False,7.33,4.9003,5.2246,0.050001,0.17719
1467,False,7.335,4.771,4.8498,0.012149,0.16836
1468,False,7.34,5.014,4.8588,-0.023916,0.17277
1469,False,7.345,4.878,4.7543,-0.01908,0.16856
1470,False,7.35,4.9544,4.9003,-0.0083324,0.17246
1471,False,7.355,5.2238,4.8872,-0.051886,0.17694
1472,False,7.36,5.2096,5.0432,-0.025659,0.17943
1473,False,7.365,4.8106,4.9483,0.021224,0.17078
1474,False,7.37,5.046,4.8432,-0.031264,0.17306
1475,False,7.375,4.9298,4.9464,0.0025567,0.17283
1476,False,7.38,5.1097,4.8273,-0.043535,0.1739
1477,False,7.385,5.0118,5.1662,0.023803,0.17811
1478,False,7.39,4.8804,4.8249,-0.0085643,0.16984
1479,False,7.395,4.9965,5.0898,0.014375,0.17651
1480,False,7.4,5.1779,5.125,-0.0081522,0.1803
1481,False,7.405,5.1122,4.7574,-0.054698,0.17272
1482,False,7.41,4.8496,4.8211,-0.0043838,0.16924
1483,False,7.415,4.8286,4.7653,-0.0097622,0.16789
1484,False,7.42,4.9352,5.1543,0.033783,0.17657
1485,False,7.425,5.1811,4.7736,-0.06284,0.17421
1486,False,7.43,5.0924,5.0831,-0.0014325,0.17807
1487,False,7.435,5.0671,4.978,-0.013735,0.17579
1488,False,7.44,4.8207,5.1515,0.05101,0.17451
1489,False,7.445,4.7897,4.9292,0.021519,0.17008
1490,False,7.45,5.1881,4.7627,-0.065591,0.17414
1491,False,7.455,4.9602,4.8593,-0.01556,0.17184
1492,False,7.46,4.9938,5.1055,0.017211,0.17674
1493,False,7.465,4.9802,5.0245,0.00683,0.17508
1494,False,7.47,5.0078,5.1848,0.027292,0.17837
1495,False,7.475,4.886,5.1194,0.03599,0.17509
1496,False,7.48,4.8658,4.8016,-0.0098948,0.16918
1497,False,7.485,5.1998,5.2357,0.0055429,0.18262
1498,False,7.49,5.2043,5.1194,-0.013105,0.18066
1499,False,7.495,5.0518,4.7569,-0.045468,0.17165
1500,False,7.5,4.9326,5.0896,0.024198,0.17539
1501,False,7.505,5.0493,4.9928,-0.0087182,0.17574
1502,False,7.51,5.0842,4.7674,-0.048859,0.1724
1503,False,7.515,5.1973,4.8072,-0.060142,0.17508
1504,False,7.52,4.7937,4.7883,-0.00082569,0.16768
1505,False,7.525,5.0195,5.0539,0.0053051,0.17628
1506,False,7.53,4.9642,4.8667,-0.015032,0.17204
1507,False,7.535,5.0586,4.821,-0.03663,0.17289
1508,False,7.54,5.0294,5.0151,-0.0022128,0.17578
1509,False,7.545,4.8629,5.2152,0.054308,0.17637
1510,False,7.55,4.8023,5.0585,0.039501,0.17256
1511,False,7.555,4.755,5.0949,0.052416,0.17237
1512,False,7.56,4.7796,4.8672,0.013512,0.16882
1513,False,7.565,4.9113,4.8534,-0.008928,0.17088
1514,False,7.57,5.1397,4.7687,-0.057211,0.1734
1515,False,7.575,4.9177,5.0817,0.025278,0.17499
1516,False,7.58,5.0598,5.0036,-0.0086586,0.17611
1517,False,7.585,5.2464,4.9929,-0.039092,0.17919
1518,False,7.59,5.074,5.1808,0.016474,0.17946
1519,False,7.595,5.0199,5.2328,0.032821,0.17942
1520,False,7.6,4.8661,5.1298,0.040661,0.17493
1521,False,7.605,5.1199,4.8733,-0.038018,0.17488
1522,False,7.61,5.1945,5.0881,-0.016399,0.17995
1523,False,7.615,5.1799,5.1297,-0.007748,0.18042
1524,False,7.62,5.0485,5.0431,-0.00083807,0.1766
1525,False,7.625,5.0774,5.1612,0.012927,0.17918
1526,False,7.63,5.2075,5.2134,0.00091132,0.18237
1527,False,7.635,4.9666,5.0688,0.015756,0.17562
1528,False,7.64,4.8949,4.7595,-0.020878,0.16895
1529,False,7.645,5.0659,4.8422,-0.034502,0.17339
1530,False,7.65,4.8977,4.7634,-0.020713,0.16907
1531,False,7.655,5.061,5.2175,0.024128,0.17987
1532,False,7.66,4.7738,4.9922,0.033684,0.17091
1533,False,7.665,5.2473,5.1474,-0.015405,0.18191
1534,False,7.67,4.8534,4.9784,0.019279,0.17206
1535,False,7.675,5.0537,4.9971,-0.0087234,0.17589
1536,False,7.68,4.9238,4.9629,0.0060197,0.17302
1537,False,7.685,5.1089,5.1959,0.013417,0.18033
1538,False,7.69,4.764,5.1871,0.065243,0.17414
1539,False,7.695,4.7834,5.0666,0.043658,0.17237
1540,False,7.7,5.2135,4.8961,-0.048937,0.17692
1541,False,7.705,4.7939,4.8958,0.01572,0.16957
1542,False,7.71,4.9162,4.8728,-0.0066992,0.17131
1543,False,7.715,5.0131,5.1022,0.013735,0.17702
1544,False,7.72,4.8733,5.1373,0.040703,0.17519
1545,False,7.725,5.0214,5.1613,0.021567,0.1782
1546,False,7.73,5.1404,5.1531,0.0019521,0.18014
1547,False,7.735,5.0109,4.8769,-0.020669,0.17304
1548,False,7.74,5.216,5.1502,-0.010134,0.18141
1549,False,7.745,4.8236,5.0649,0.037205,0.17305
1550,False,7.75,4.9584,4.8658,-0.014282,0.17192
1551,False,7.755,4.8901,4.9405,0.0077697,0.17204
1552,False,7.76,5.0491,4.9766,-0.011171,0.17545
1553,False,7.765,4.7682,5.0003,0.035777,0.17095
1554,False,7.77,4.7818,5.0203,0.036764,0.17154
1555,False,7.775,4.9114,4.9226,0.0017163,0.1721
1556,False,7.78,4.7992,4.8957,0.014883,0.16966
1557,False,7.785,4.835,5.1018,0.041128,0.17389
1558,False,7.79,4.9356,5.217,0.043397,0.17767
1559,False,7.795,4.7699,5.0471,0.042741,0.1718
1560,False,7.8,5.1046,5.0465,-0.0089543,0.17765
1561,False,7.805,5.0707,5.1194,0.007508,0.17833
1562,False,7.81,4.837,4.9363,0.015309,0.17103
1563,False,7.815,4.7811,4.9766,0.030152,0.17076
1564,False,7.82,4.9533,5.0047,0.0079186,0.17427
1565,False,7.825,4.9815,5.2144,0.035898,0.17843
1566,False,7.83,4.8513,4.9754,0.019128,0.17197
1567,False,7.835,5.1848,5.0687,-0.017894,0.17944
1568,False,7.84,5.049,4.9797,-0.010683,0.1755
1569,False,7.845,4.7615,5.0269,0.040918,0.1713
1570,False,7.85,5.1997,4.7706,-0.06616,0.17448
1571,False,7.855,4.9765,5.1511,0.026925,0.17723
1572,False,7.86,4.779,5.0858,0.047295,0.17263
1573,False,7.865,4.8031,4.8502,0.0072512,0.16893
1574,False,7.87,5.2492,4.7573,-0.075847,0.17511
1575,False,7.875,5.1832,5.1316,-0.007953,0.18051
1576,False,7.88,5.0576,5.0338,-0.0036769,0.1766
1577,False,7.885,4.7635,5.0771,0.048358,0.17221
1578,False,7.89,4.9113,5.0674,0.02407,0.17463
1579,False,7.895,4.9819,5.1172,0.020858,0.17673
1580,False,7.9,4.7995,5.1937,0.060773,0.17488
1581,False,7.905,5.0355,5.083,0.0073177,0.17707
1582,False,7.91,4.9129,4.8103,-0.015819,0.17016
1583,False,7.915,4.9752,5.1069,0.020294,0.17644
1584,False,7.92,5.0389,4.9736,-0.01007,0.17522
1585,False,7.925,4.7874,5.0705,0.043645,0.17251
1586,False,7.93,4.7787,5.0744,0.045604,0.17243
1587,False,7.935,4.9005,5.0892,0.029096,0.17482
1588,False,7.94,5.0109,4.7794,-0.035686,0.17133
1589,False,7.945,5.0309,4.862,-0.026052,0.17313
1590,False,7.95,4.8708,4.834,-0.0056719,0.16983
1591,False,7.955,5.2064,5.2143,0.0012188,0.18236
1592,False,7.96,5.1629,5.0076,-0.023937,0.17798
1593,False,7.965,4.9723,5.0867,0.01764,0.17603
1594,False,7.97,5.241,5.0839,-0.024227,0.18069
1595,False,7.975,5.0391,4.7907,-0.0383,0.17202
1596,False,7.98,4.8672,4.8625,-0.00072082,0.17027
1597,False,7.985,5.1553,4.8921,-0.040582,0.17583
1598,False,7.99,4.9756,5.2069,0.035654,0.17819
1599,False,7.995,4.875,4.8646,-0.0016087,0.17044
1600,False,8.0,5.2277,4.8743,-0.05449,0.17679
1601,False,8.005,4.8213,5.0881,0.04114,0.17342
1602,False,8.01,5.0063,5.0742,0.010479,0.17641
1603,False,8.015,5.236,5.1018,-0.02068,0.18091
1604,False,8.02,5.0742,5.1686,0.014554,0.17925
1605,False,8.025,5.0573,5.1136,0.0086825,0.17799
1606,False,8.03,4.9848,4.7597,-0.034708,0.17053
1607,False,8.035,5.0389,5.0419,0.00045992,0.17641
1608,False,8.04,5.2057,5.2104,0.00073728,0.18228
1609,False,8.045,4.9381,4.7958,-0.021936,0.17034
1610,False,8.05,4.8644,5.0273,0.025116,0.1731
1611,False,8.055,4.9618,5.2154,0.039107,0.1781
1612,False,8.06,4.8868,4.8497,-0.0057159,0.17039
1613,False,8.065,4.9723,5.0127,0.0062255,0.17474
1614,False,8.07,5.0638,4.8134,-0.038606,0.17285
1615,False,8.075,5.0173,5.1244,0.016504,0.17748
1616,False,8.08,4.9427,4.9073,-0.0054561,0.17238
1617,False,8.085,5.1867,4.8436,-0.052907,0.17553
1618,False,8.09,4.9002,5.2402,0.052426,0.17746
1619,False,8.095,4.95,5.1064,0.024114,0.17599
1620,False,8.1,5.0089,5.1628,0.023739,0.178
1621,False,8.105,4.7809,5.0916,0.047905,0.17277
1622,False,8.11,4.8657,5.0947,0.035311,0.17431
1623,False,8.115,4.8092,5.0154,0.031792,0.17193
1624,False,8.12,4.7994,4.8444,0.006944,0.16877
1625,False,8.125,5.1951,4.9965,-0.030626,0.17835
1626,False,8.13,4.7667,5.0298,0.040562,0.17144
1627,False,8.135,5.1695,5.1641,-0.00082911,0.18084
1628,False,8.14,5.0036,4.8514,-0.023467,0.17246
1629,False,8.145,4.8069,5.0139,0.031919,0.17186
1630,False,8.15,4.9952,5.1539,0.024467,0.17761
1631,False,8.155,5.0497,4.9276,-0.018837,0.1746
1632,False,8.16,4.7951,5.0239,0.035273,0.17183
1633,False,8.165,5.2391,5.1087,-0.020105,0.18109
1634,False,8.17,5.0765,4.8513,-0.034731,0.17374
1635,False,8.175,4.9806,5.0719,0.014079,0.17592
1636,False,8.18,5.1819,4.75,-0.066582,0.17381
1637,False,8.185,4.8814,5.0066,0.0193,0.17304
1638,False,8.19,5.162,5.0349,-0.019592,0.17845
1639,False,8.195,4.9145,4.7535,-0.024819,0.16919
1640,False,8.2,5.2207,5.1962,-0.0037643,0.1823
1641,False,8.205,4.8721,5.1666,0.045414,0.17568
1642,False,8.21,5.2286,5.1376,-0.014027,0.18141
1643,False,8.215,5.0054,5.1441,0.021379,0.17762
1644,False,8.22,5.0323,4.9368,-0.014721,0.17446
1645,False,8.225,5.2469,4.8262,-0.064866,0.17628
1646,False,8.23,5.1355,4.9261,-0.03228,0.17608
1647,False,8.235,4.9069,5.0725,0.02554,0.17464
1648,True,8.24,3.8819,5.216,0.2057,0.15921
1649,False,8.245,4.772,4.7967,0.0037966,0.16745
1650,False,8.25,5.1565,5.1194,-0.0057177,0.17983
1651,False,8.255,4.956,4.7776,-0.027507,0.17034
1652,False,8.26,4.9421,5.1286,0.028755,0.17624
1653,False,8.265,5.0116,4.9817,-0.0045976,0.17488
1654,False,8.27,5.1961,4.7725,-0.065308,0.17445
1655,False,8.275,4.953,5.171,0.033621,0.17717
1656,False,8.28,5.0522,4.8324,-0.033896,0.17298
1657,False,8.285,4.7974,4.8075,0.0015627,0.16809
1658,False,8.29,4.918,4.8858,-0.0049663,0.17157
1659,False,8.295,4.8224,4.9072,0.013071,0.17027
1660,False,8.3,4.8724,5.053,0.027847,0.1737
1661,False,8.305,4.9395,5.0887,0.023012,0.17549
1662,False,8.31,4.8852,5.2438,0.0553,0.17726
1663,False,8.315,4.8578,5.2466,0.059952,0.17683
1664,False,8.32,5.0669,5.1288,0.0095445,0.17842
1665,False,8.325,5.1499,4.8875,-0.040447,0.17565
1666,False,8.33,4.8543,5.227,0.057472,0.17642
1667,False,8.335,5.1981,4.9555,-0.037403,0.17769
1668,False,8.34,5.1229,4.8583,-0.040789,0.17467
1669,False,8.345,5.0182,5.0646,0.0071499,0.17645
1670,False,8.35,5.235,4.7574,-0.073631,0.17487
1671,False,8.355,5.0324,4.7716,-0.04021,0.17157
1672,False,8.36,4.8588,4.8401,-0.0028854,0.16973
1673,False,8.365,5.1789,4.8502,-0.050673,0.17551
1674,False,8.37,5.181,5.1097,-0.010997,0.18009
1675,False,8.375,4.9067,4.9714,0.0099885,0.17287
1676,False,8.38,4.9135,5.1727,0.039973,0.17651
1677,False,8.385,5.17,4.9449,-0.034709,0.17701
1678,False,8.39,4.9963,5.1688,0.026598,0.17789
1679,False,8.395,4.776,5.1242,0.053696,0.17325
1680,False,8.4,5.139,5.0419,-0.014968,0.17817
1681,False,8.405,4.9633,4.8303,-0.020514,0.17139
1682,False,8.41,4.89,5.0144,0.019187,0.17333
1683,False,8.415,4.9168,4.9813,0.0099575,0.17322
1684,False,8.42,4.9335,4.9398,0.00097167,0.17278
1685,False,8.425,5.1474,4.7966,-0.054085,0.17402
1686,False,8.43,4.7693,4.8796,0.016995,0.16886
1687,False,8.435,5.1133,4.9179,-0.03013,0.17555
1688,False,8.44,5.1863,4.9376,-0.038359,0.17717
1689,False,8.445,4.8929,4.8231,-0.010759,0.17003
1690,False,8.45,5.0784,4.9084,-0.026218,0.17477
1691,False,8.455,4.8659,4.8906,0.0038037,0.17074
1692,False,8.46,5.061,5.1601,0.015277,0.17887
1693,False,8.465,4.7876,4.921,0.020581,0.1699
1694,False,8.47,5.2334,5.186,-0.0073048,0.18234
1695,False,8.475,5.055,4.884,-0.026361,0.17393
1696,False,8.48,4.9419,5.1377,0.030198,0.17639
1697,False,8.485,4.7653,5.0546,0.044609,0.17185
1698,False,8.49,5.1788,4.759,-0.064727,0.17391
1699,False,8.495,5.0518,5.1008,0.0075526,0.17767
1700,False,8.5,5.1739,4.7579,-0.064148,0.17381
1701,False,8.505,5.0023,5.0919,0.013821,0.17665
1702,False,8.51,4.754,5.189,0.06707,0.174
1703,False,8.515,5.2095,4.9659,-0.037565,0.17807
1704,False,8.52,4.9554,5.0657,0.01701,0.17537
1705,False,8.525,5.1162,5.043,-0.011281,0.17779
1706,False,8.53,4.8256,4.8637,0.0058826,0.16956
1707,False,8.535,5.1576,5.1423,-0.0023574,0.18025
1708,False,8.54,5.2048,4.8938,-0.047949,0.17673
1709,False,8.545,5.139,5.2122,0.011289,0.18115
1710,False,8.55,5.1286,4.8992,-0.035358,0.17549
1711,False,8.555,4.9526,5.0182,0.010107,0.17449
1712,False,8.56,5.101,4.9168,-0.02839,0.17531
1713,False,8.565,5.0327,4.8686,-0.025299,0.17327
1714,False,8.57,5.0424,5.0226,-0.0030449,0.17614
1715,False,8.575,4.9225,4.8038,-0.018289,0.17021
1716,False,8.58,5.1021,4.8186,-0.043717,0.17361
1717,False,8.585,4.8304,4.7972,-0.0051217,0.16848
1718,False,8.59,4.7508,4.9054,0.02385,0.16898
1719,False,8.595,5.031,5.1563,0.019322,0.17828
1720,False,8.6,5.0232,5.0068,-0.0025384,0.17553
1721,False,8.605,5.0254,5.1832,0.024334,0.17865
1722,False,8.61,5.0973,5.2402,0.022045,0.18091
1723,False,8.615,5.2137,4.9133,-0.04632,0.17722
1724,False,8.62,5.2221,4.8598,-0.055861,0.17643
1725,False,8.625,5.2016,5.0091,-0.029684,0.17869
1726,False,8.63,5.0521,4.9265,-0.019358,0.17462
1727,False,8.635,5.2131,5.1797,-0.0051446,0.18187
1728,False,8.64,4.8085,4.88,0.01103,0.16955
1729,False,8.645,4.9204,5.1719,0.038771,0.17661
1730,False,8.65,4.7684,5.0414,0.042098,0.17167
1731,False,8.655,5.0192,5.1097,0.013956,0.17726
1732,False,8.66,5.1186,4.9218,-0.030352,0.17571
1733,False,8.665,4.8406,4.7546,-0.013256,0.16792
1734,False,8.67,4.9631,4.8462,-0.018024,0.17166
1735,False,8.675,4.7991,5.0037,0.031548,0.17155
1736,False,8.68,4.9016,4.7621,-0.021507,0.16912
1737,False,8.685,5.1401,5.025,-0.017738,0.17789
1738,False,8.69,5.0185,4.8881,-0.020104,0.17337
1739,False,8.695,5.1345,5.0981,-0.0056147,0.17907
1740,False,8.7,5.0695,5.1907,0.018688,0.17955
1741,False,8.705,5.1966,4.7623,-0.066952,0.17428
1742,False,8.71,4.7803,4.9206,0.021626,0.16977
1743,False,8.715,4.8379,4.9607,0.018937,0.17148
1744,False,8.72,4.9582,4.79,-0.025928,0.17059
1745,False,8.725,5.1199,4.7897,-0.050915,0.17342
1746,False,8.73,5.1965,4.7862,-0.06326,0.1747
1747,False,8.735,4.7629,5.2002,0.067416,0.17435
1748,False,8.74,4.8188,5.2347,0.064121,0.17594
1749,False,8.745,4.962,4.9457,-0.0025271,0.17338
1750,False,8.75,5.1323,4.9068,-0.034767,0.17568
1751,False,8.755,5.0122,5.0267,0.0022262,0.17568
1752,False,8.76,5.1272,5.146,0.0028961,0.17978
1753,False,8.765,4.8349,5.1492,0.048454,0.17472
1754,False,8.77,5.0864,5.1816,0.014689,0.17969
1755,False,8.775,5.0593,5.149,0.013823,0.17865
1756,False,8.78,4.7534,4.7532,-3.6209e-05,0.16637
1757,False,8.785,5.1201,5.21,0.013852,0.18078
1758,False,8.79,5.2459,4.759,-0.075071,0.17508
1759,False,8.795,4.8141,4.7647,-0.007614,0.16763
1760,False,8.8,4.9303,5.1057,0.027049,0.17563
1761,False,8.805,4.8455,5.0192,0.026777,0.17263
1762,False,8.81,5.1072,5.0123,-0.014633,0.17709
1763,False,8.815,4.8389,5.0011,0.025007,0.1722
1764,False,8.82,5.2434,4.7828,-0.071016,0.17546
1765,False,8.825,4.7585,4.865,0.016424,0.16841
1766,False,8.83,4.7699,4.8085,0.0059549,0.16762
1767,False,8.835,5.1522,5.2449,0.014296,0.18195
1768,False,8.84,5.1799,4.7853,-0.060847,0.17439
1769,False,8.845,5.0331,4.78,-0.039026,0.17173
1770,False,8.85,5.1271,5.0808,-0.0071338,0.17864
1771,False,8.855,5.0098,4.922,-0.013526,0.17381
1772,False,8.86,5.043,4.8143,-0.035261,0.1725
1773,False,8.865,4.8454,5.0686,0.034414,0.17349
1774,False,8.87,5.0017,5.1232,0.018737,0.17719
1775,False,8.875,4.7755,5.1526,0.058155,0.17374
1776,False,8.88,4.778,4.8845,0.016415,0.16909
1777,False,8.885,4.9176,4.967,0.0076154,0.17298
1778,False,8.89,5.0655,4.9509,-0.017662,0.17529
1779,False,8.895,5.196,5.0541,-0.021882,0.17938
1780,False,8.9,5.0867,5.135,0.0074541,0.17888
1781,False,8.905,5.0926,5.2206,0.019725,0.18048
1782,False,8.91,5.0979,4.8157,-0.043502,0.17349
1783,False,8.915,5.1499,4.8779,-0.041947,0.17549
1784,False,8.92,5.0803,4.9392,-0.021763,0.17534
1785,False,8.925,5.01,5.2469,0.036526,0.17949
1786,False,8.93,4.9159,4.9205,0.00071039,0.17214
1787,False,8.935,5.2171,5.1998,-0.002669,0.1823
1788,False,8.94,4.8732,4.8687,-0.00069347,0.17048
1789,False,8.945,5.0056,4.86,-0.02245,0.17265
1790,False,8.95,5.1202,5.2455,0.019332,0.1814
1791,False,8.955,4.8771,5.2256,0.053729,0.1768
1792,False,8.96,5.1728,5.0691,-0.015987,0.17923
1793,False,8.965,5.0191,5.0021,-0.002623,0.17537
1794,False,8.97,5.2051,4.9291,-0.042556,0.17735
1795,False,8.975,4.9254,5.1342,0.032205,0.17604
1796,False,8.98,5.2177,5.1422,-0.011638,0.1813
1797,False,8.985,5.2139,4.7645,-0.069291,0.17462
1798,False,8.99,5.0439,4.7762,-0.041264,0.17185
1799,False,8.995,4.8009,4.9117,0.017088,0.16997
1800,False,9.0,4.9334,5.1498,0.033366,0.17646
1801,False,9.005,4.8879,5.0651,0.02732,0.17418
1802,False,9.01,4.883,5.2414,0.055252,0.17718
1803,False,9.015,4.8633,4.8291,-0.0052646,0.16962
1804,False,9.02,4.7507,5.0583,0.047439,0.17166
1805,False,9.025,5.1965,4.9044,-0.045044,0.17677
1806,False,9.03,4.9767,4.7925,-0.028402,0.17096
1807,False,9.035,5.0392,5.1884,0.023005,0.17898
1808,False,9.04,4.9078,5.0454,0.021208,0.17418
1809,False,9.045,5.247,4.9016,-0.053263,0.1776
1810,False,9.05,5.2419,4.834,-0.062894,0.17633
1811,False,9.055,5.2323,4.9199,-0.048157,0.17766
1812,False,9.06,5.0831,4.7837,-0.046164,0.17267
1813,False,9.065,5.1131,5.0767,-0.0056022,0.17832
1814,False,9.07,4.917,4.8721,-0.0069196,0.17131
1815,False,9.075,5.0114,5.129,0.018128,0.17746
1816,False,9.08,4.8867,4.8995,0.0019782,0.17126
1817,False,9.085,5.1092,4.9594,-0.023094,0.1762
1818,False,9.09,5.139,4.7779,-0.055675,0.17355
1819,False,9.095,4.7905,4.7654,-0.0038707,0.16723
1820,False,9.1,4.8608,4.8433,-0.0026982,0.16982
1821,False,9.105,4.852,4.8855,0.005161,0.17041
1822,False,9.11,5.062,4.7831,-0.043007,0.17229
1823,False,9.115,5.1126,4.9167,-0.030198,0.17551
1824,False,9.12,5.1672,4.775,-0.060476,0.17399
1825,False,9.125,4.7594,4.8007,0.0063534,0.1673
1826,False,9.13,4.8511,4.7859,-0.010041,0.16865
1827,False,9.135,4.9845,5.2023,0.033568,0.17827
1828,False,9.14,4.9392,4.9059,-0.0051342,0.17229
1829,False,9.145,4.9202,5.0459,0.019379,0.17441
1830,False,9.15,4.7819,4.9388,0.02419,0.17011
1831,False,9.155,5.1307,5.2258,0.014665,0.18124
1832,False,9.16,4.9513,5.1212,0.026191,0.17627
1833,False,9.165,5.0871,5.1935,0.016406,0.17991
1834,False,9.17,5.0255,5.0494,0.0036866,0.17631
1835,False,9.175,4.7757,5.0948,0.049198,0.17273
1836,False,9.18,4.9037,4.9456,0.0064465,0.17236
1837,False,9.185,5.2327,4.8616,-0.057216,0.17665
1838,False,9.19,5.2157,4.8156,-0.061691,0.17555
1839,False,9.195,4.939,4.8362,-0.015846,0.17107
1840,False,9.2,5.0588,5.2193,0.024741,0.17987
1841,False,9.205,5.0313,4.7672,-0.040709,0.17147
1842,False,9.21,5.1653,5.1898,0.0037772,0.18121
1843,False,9.215,5.2288,5.0112,-0.033564,0.1792
1844,False,9.22,4.7878,5.1541,0.056489,0.17398
1845,False,9.225,5.194,4.9738,-0.033955,0.17794
1846,False,9.23,5.0312,4.9233,-0.016645,0.1742
1847,False,9.235,4.8472,5.1286,0.043387,0.17458
1848,False,9.24,4.8607,4.9301,0.010697,0.17134
1849,False,9.245,5.1029,5.0283,-0.011499,0.1773
1850,False,9.25,5.0484,5.1944,0.022508,0.17925
1851,False,9.255,5.0431,5.1701,0.019571,0.17873
1852,False,9.26,5.2342,4.872,-0.055851,0.17686
1853,False,9.265,5.0409,4.9678,-0.011265,0.17515
1854,False,9.27,4.7999,5.1643,0.056181,0.17437
1855,False,9.275,4.8333,4.8264,-0.0010716,0.16904
1856,False,9.28,4.801,5.129,0.050562,0.17378
1857,False,9.285,4.8231,5.1883,0.056298,0.1752
1858,False,9.29,5.0858,5.0011,-0.013063,0.17652
1859,False,9.295,5.0699,5.0351,-0.0053646,0.17684
1860,False,9.3,4.9362,5.1757,0.036931,0.17696
1861,False,9.305,4.8314,5.2423,0.063352,0.17629
1862,False,9.31,4.9448,5.1451,0.030891,0.17657
1863,False,9.315,5.15,4.9253,-0.034637,0.17632
1864,False,9.32,4.9499,5.001,0.007872,0.17414
1865,False,9.325,5.1276,4.8776,-0.038539,0.17509
1866,False,9.33,4.8976,5.0049,0.016549,0.17329
1867,False,9.335,5.07,4.7893,-0.043279,0.17254
1868,False,9.34,5.1926,4.7779,-0.063926,0.17448
1869,False,9.345,4.8548,5.0675,0.032791,0.17364
1870,False,9.35,4.9902,5.0585,0.010527,0.17585
1871,False,9.355,4.8065,4.7907,-0.0024295,0.16795
1872,False,9.36,4.8162,5.0548,0.036785,0.17274
1873,False,9.365,4.782,5.0223,0.037056,0.17158
1874,False,9.37,4.7896,5.178,0.059872,0.17443
1875,False,9.375,5.0635,5.0713,0.0012131,0.17736
1876,False,9.38,4.9557,4.8858,-0.01077,0.17223
1877,False,9.385,5.0693,4.8034,-0.041001,0.17277
1878,False,9.39,5.1783,4.7803,-0.061369,0.17427
1879,False,9.395,5.1318,5.0609,-0.010923,0.17837
1880,False,9.4,5.2381,5.0995,-0.021362,0.18091
1881,False,9.405,5.1408,4.8875,-0.039055,0.17549
1882,False,9.41,5.2178,4.961,-0.039596,0.17813
1883,False,9.415,5.1196,4.9329,-0.028781,0.17592
1884,False,9.42,4.8768,4.7911,-0.013218,0.16919
1885,False,9.425,5.1096,4.7849,-0.05007,0.17315
1886,False,9.43,5.0968,4.8104,-0.044145,0.17338
1887,False,9.435,5.1367,5.0889,-0.0073597,0.17895
1888,False,9.44,5.1236,4.8595,-0.040726,0.1747
1889,False,9.445,4.9092,4.8686,-0.0062525,0.17111
1890,False,9.45,5.0052,4.7543,-0.038685,0.17079
1891,False,9.455,5.1365,5.1136,-0.0035428,0.17938
1892,False,9.46,5.0364,5.0305,-0.00090825,0.17617
1893,False,9.465,5.2269,5.026,-0.030982,0.17943
1894,False,9.47,4.8358,5.1211,0.043995,0.17425
1895,False,9.475,5.2036,5.1623,-0.006368,0.1814
1896,False,9.48,5.1261,4.9467,-0.027663,0.17627
1897,False,9.485,4.8931,4.818,-0.011582,0.16994
1898,False,9.49,5.0637,4.8479,-0.033278,0.17345
1899,False,9.495,4.9814,5.1101,0.019849,0.1766
1900,False,9.5,4.8147,5.0848,0.041645,0.17324
1901,False,9.505,5.0247,4.7799,-0.037739,0.17158
1902,False,9.51,5.2348,4.9421,-0.045117,0.1781
1903,False,9.515,4.9711,4.9956,0.0037849,0.17442
1904,False,9.52,5.0455,5.1371,0.014123,0.17819
1905,False,9.525,4.8055,4.8239,0.0028402,0.16851
1906,False,9.53,4.8499,4.9928,0.022024,0.17225
1907,False,9.535,4.8315,4.7859,-0.0070254,0.1683
1908,False,9.54,4.7684,5.1437,0.057863,0.17346
1909,False,9.545,4.8864,4.9469,0.0093288,0.17208
1910,False,9.55,4.8651,4.8681,0.0004647,0.17033
1911,False,9.555,4.9293,4.7903,-0.02143,0.17009
1912,False,9.56,4.8172,4.7895,-0.0042661,0.16812
1913,False,9.565,5.2493,5.2137,-0.0054864,0.1831
1914,False,9.57,5.0068,4.8524,-0.023807,0.17253
1915,False,9.575,4.9439,5.2283,0.043845,0.17801
1916,False,9.58,4.8749,4.9199,0.0069298,0.17141
1917,False,9.585,4.9324,5.23,0.045887,0.17784
1918,False,9.59,4.9495,4.9216,-0.0043104,0.17274
1919,False,9.595,5.2132,4.7817,-0.066521,0.17491
1920,False,9.6,4.9977,5.0562,0.0090198,0.17594
1921,False,9.605,5.0546,5.0278,-0.0041301,0.17644
1922,False,9.61,4.7524,5.2032,0.06951,0.17422
1923,False,9.615,5.0439,4.8506,-0.029797,0.17315
1924,False,9.62,5.1387,5.1438,0.00078874,0.17995
